y_pred,y_score,y_true,snr,correct
1,0.0,1,39.091022,True
1,0.0,1,31.925617,True
1,-0.00017403041,1,22.12827,True
0,-0.0004354959,0,0.0,True
1,0.0,1,40.34497,True
0,-0.0044413973,0,0.0,True
0,-0.0025467603,0,0.0,True
0,-0.0055913483,0,0.0,True
0,-0.001946937,0,0.0,True
0,-0.01508636,0,0.0,True
0,-0.009645052,0,,True
1,-9.1790735e-06,1,27.393547,True
1,0.0,1,57.46292,True
0,-0.008351403,0,0.0,True
0,-0.012973192,0,0.0,True
0,-0.0009921634,0,0.0,True
0,-0.004505364,0,0.0,True
0,-0.2861107,0,0.0,True
1,-9.5367386e-07,1,22.863188,True
1,0.0,1,68.18419,True
0,-0.12326971,1,23.25029,False
1,-0.00042798897,1,21.207912,True
1,-0.21022032,0,0.0,False
1,-0.0021728496,1,24.693907,True
0,-0.017742375,0,0.0,True
0,-0.15829849,1,20.115196,False
0,-0.07777093,0,0.0,True
0,-0.048587557,0,0.0,True
1,0.0,1,21.508142,True
0,-0.001966568,0,0.0,True
0,-0.0021642852,0,0.0,True
0,-0.011279388,0,0.0,True
1,0.0,1,33.90472,True
1,0.0,1,29.389557,True
0,-0.0440157,0,,True
1,0.0,1,31.42597,True
0,-0.0012707977,0,0.0,True
0,-0.0024825488,0,0.0,True
0,-0.0046764766,0,0.0,True
1,0.0,1,30.374853,True
0,-0.022389375,0,5.8943724e-06,True
1,0.0,1,23.541164,True
1,0.0,1,39.630558,True
1,-0.0015570909,1,25.965109,True
0,-0.00086163107,0,0.0,True
0,-0.00030131568,0,0.0,True
0,-0.006236734,0,0.0,True
1,-0.00048649395,1,21.506237,True
0,-0.21863721,0,0.0,True
1,0.0,1,35.468517,True
1,-2.4199193e-05,1,20.281204,True
1,0.0,1,28.600721,True
0,-0.0031054625,0,0.0,True
1,-0.0015411417,1,20.230852,True
1,-8.344647e-07,1,25.33769,True
1,0.0,1,90.48801,True
1,0.0,1,35.057987,True
1,0.0,1,32.482994,True
0,-0.0006250573,0,0.0,True
0,-0.001492935,0,0.0,True
1,-5.960463e-07,1,22.886272,True
1,-0.00016616394,1,23.105364,True
0,-0.0064640483,0,0.0,True
1,-5.960463e-07,1,25.421911,True
1,-1.4305105e-06,1,22.605738,True
0,-0.00037960953,0,0.0,True
0,-0.205814,0,0.0,True
1,-0.2805777,0,0.0,False
1,-0.0011878109,1,24.571415,True
1,-0.0024330795,1,24.098545,True
0,-0.24339345,0,0.0,True
1,0.0,1,49.592205,True
1,-0.005308105,1,21.536077,True
0,-0.0010573041,0,0.0,True
1,0.0,1,53.544537,True
1,-0.0008437649,1,20.510614,True
1,0.0,1,42.345325,True
1,-2.3841855e-07,1,28.96326,True
1,-0.0001761758,1,20.717579,True
0,-0.0035440037,0,0.0,True
0,-0.43770623,0,0.0,True
1,0.0,1,35.13342,True
0,-0.0013721108,0,0.0,True
0,-0.005070683,0,0.0,True
0,-0.0013323487,0,0.0,True
0,-0.03928326,0,0.0,True
0,-0.0071429596,0,0.0,True
0,-0.25283024,0,0.0,True
0,-0.007632735,0,0.0,True
1,0.0,1,51.102394,True
1,0.0,1,41.209152,True
0,-0.003949343,0,0.0,True
1,0.0,1,38.248604,True
1,-0.17086518,1,20.358822,True
0,-0.0057098856,0,-0.026306566,True
0,-0.08022606,0,0.0,True
0,-0.002136688,0,0.0,True
1,0.0,1,26.205061,True
0,-0.0031152074,0,0.0,True
1,-0.022664791,1,24.166565,True
0,-0.021981295,0,0.0,True
0,-0.0023134393,0,0.0,True
1,-0.022047067,1,20.537617,True
0,-0.004369118,0,0.0,True
1,-1.1920928e-07,1,48.437904,True
1,-0.00040642108,1,24.50083,True
1,0.0,1,98.91609,True
0,-0.0013438966,0,,True
0,-0.0023574438,0,0.0,True
0,-0.0003740088,0,0.0,True
1,0.0,1,32.882442,True
0,-0.001951815,0,0.0,True
1,0.0,1,24.90675,True
0,-0.009553429,0,0.0,True
1,-6.9141147e-06,1,20.837563,True
1,-0.0041318294,1,22.398302,True
0,-0.020628318,0,0.0,True
0,-0.020033754,0,0.0,True
0,-0.0146283,0,0.0,True
0,-0.008111747,0,0.0,True
1,0.0,1,26.7157,True
1,-0.0071272175,1,20.786999,True
0,-0.00966288,0,0.0,True
0,-0.0065096472,0,0.0,True
0,-0.006157594,0,0.0,True
0,-0.0070821205,0,0.0,True
0,-0.0083866315,0,0.0,True
0,-0.0227727,0,0.0,True
1,-0.046171583,1,21.586668,True
1,-1.1920928e-07,1,30.078592,True
0,-0.017202573,0,0.0,True
1,0.0,1,63.720654,True
0,-0.02568543,0,0.0,True
0,-0.019609751,0,0.0,True
0,-0.026121033,0,0.0,True
1,0.0,1,33.459404,True
0,-0.027010353,0,0.0,True
1,0.0,1,45.725548,True
1,0.0,1,34.0453,True
0,-0.0029649844,0,0.0,True
1,-3.576278e-07,1,26.22023,True
0,-0.0042314287,0,0.0,True
1,0.0,1,38.42514,True
0,-0.0018398515,0,0.0,True
0,-0.0044150497,0,0.0,True
1,0.0,1,28.584888,True
1,-2.8610189e-06,1,22.094181,True
1,0.0,1,44.05532,True
1,0.0,1,26.256952,True
1,0.0,1,22.41747,True
1,0.0,1,92.6706,True
1,-1.03711545e-05,1,21.534405,True
1,0.0,1,35.435196,True
1,-0.22577909,1,21.536194,True
1,-0.008667822,1,20.587786,True
1,-0.023263732,1,20.369553,True
1,0.0,1,56.945065,True
0,-0.0072135003,0,0.0,True
0,-0.0064826435,0,0.0,True
1,0.0,1,65.75073,True
0,-0.012288926,0,0.0,True
1,-0.109999985,1,20.98685,True
1,-8.940657e-06,1,25.176165,True
1,-0.008165429,1,20.709288,True
0,-0.016438058,0,0.0,True
0,-0.6457092,1,20.277067,False
1,0.0,1,43.605247,True
1,0.0,1,23.669092,True
0,-0.02180134,0,0.0,True
0,-0.006536058,0,0.0,True
0,-0.017527333,0,0.0,True
0,-0.0029421635,0,0.0,True
0,-0.029768469,0,0.0,True
1,0.0,1,32.897053,True
0,-0.00067485444,0,0.0,True
1,0.0,1,39.904953,True
0,-0.005012802,0,,True
0,-0.004031389,0,0.0,True
0,-0.0014596056,0,,True
1,-0.65538186,1,21.401278,True
1,0.0,1,29.626421,True
0,-0.083104625,0,0.0,True
1,-0.005001059,1,20.66629,True
1,-0.0009298768,1,25.433094,True
1,-0.00038211196,1,21.139399,True
1,-5.5430784e-05,1,23.639294,True
0,-0.0050189695,0,0.0,True
0,-0.010538051,0,0.0,True
0,-0.0012917516,0,0.0,True
0,-0.004477001,0,,True
0,-0.0009946643,0,0.0,True
0,-0.00085484196,0,0.0,True
1,-1.1920922e-06,1,29.293184,True
0,-0.0054277433,0,0.0,True
1,-0.09729772,1,20.43874,True
0,-0.005897028,0,0.0,True
1,-6.9735004e-05,1,23.723608,True
0,-0.0036175305,0,0.0,True
1,0.0,1,30.038176,True
0,-0.0036150361,0,0.0,True
0,-0.004830002,0,0.0,True
1,-0.0024944402,1,21.958925,True
0,-0.0022085342,0,0.0,True
1,-4.2318403e-05,1,20.017721,True
0,-0.011393129,0,0.0,True
1,-6.496695e-05,1,20.975655,True
1,0.0,1,44.37769,True
1,0.0,1,68.118225,True
1,-0.47729245,1,20.819866,True
1,-0.0008744945,1,31.296244,True
1,0.0,1,29.257025,True
0,-0.0044869697,0,0.0,True
1,0.0,1,51.74323,True
0,-0.0054840595,0,,True
1,0.0,1,48.462532,True
0,-0.0024664954,0,0.0,True
1,-1.2636105e-05,1,25.032894,True
1,0.0,1,41.519737,True
0,-0.0052549806,0,0.0,True
0,-0.0018615075,0,0.0,True
0,-0.008494792,0,0.0,True
1,0.0,1,32.508156,True
0,-0.0050654644,0,0.0,True
0,-0.0011550668,0,0.0,True
0,-0.00039891392,0,0.0,True
0,-0.0013408012,0,0.0,True
1,-0.00072214747,1,22.424099,True
0,-0.12053356,0,0.0,True
0,-0.025786158,0,0.0,True
0,-0.047278766,0,0.0,True
1,-3.6954812e-06,1,27.915346,True
1,-1.12056105e-05,1,20.653448,True
1,0.0,1,27.34222,True
0,-0.00076395884,0,0.0,True
0,-0.013456945,0,0.0,True
1,-0.00011503035,1,23.763292,True
0,-0.00727232,0,0.0,True
0,-0.016105438,0,0.0,True
1,-7.879423e-05,1,21.060143,True
1,0.0,1,38.570766,True
0,-0.0051700706,1,20.054476,False
0,-0.0074944296,0,0.0,True
1,0.0,1,41.97031,True
0,-0.18769747,0,0.0,True
1,-0.006970256,1,20.445038,True
1,0.0,1,24.657867,True
1,0.0,1,28.983442,True
1,0.0,1,40.385517,True
1,0.0,1,36.269756,True
0,-0.044637907,0,0.0,True
0,-0.0019917905,0,0.0,True
0,-0.00015090757,0,0.0,True
0,-0.16907242,0,0.0,True
0,-0.0023975219,0,0.0,True
1,0.0,1,77.63055,True
0,-0.017239716,0,,True
1,-0.00877477,1,20.530666,True
1,0.0,1,29.113949,True
1,-0.0004388323,1,35.667206,True
1,0.0,1,32.61852,True
0,-0.003621569,0,0.0,True
0,-0.008932394,0,0.0,True
1,-4.1007155e-05,1,22.005032,True
0,-0.0029781773,0,0.0,True
0,-0.002942758,0,0.0,True
1,-0.011257346,1,23.213833,True
1,0.0,1,73.99102,True
0,-0.0910719,0,0.0,True
0,-0.009202801,0,0.0,True
1,0.0,1,34.687294,True
0,-0.12645964,0,,True
0,-0.0005403489,0,0.0,True
0,-0.0067569106,0,0.0,True
0,-0.008650687,0,0.0,True
0,-0.017786173,0,0.0,True
0,-0.030119017,0,0.0,True
1,-9.035656e-05,1,22.49468,True
0,-0.004397603,0,0.0,True
1,-2.3841855e-07,1,26.849762,True
0,-0.0022620584,0,0.0,True
0,-0.0026031202,0,0.0,True
1,0.0,1,45.18826,True
1,-0.00016401854,1,21.637955,True
1,0.0,1,20.662247,True
1,0.0,1,53.8015,True
1,-0.07281239,1,21.495047,True
1,0.0,1,33.061165,True
0,-0.013384609,0,0.0,True
0,-0.009671026,0,0.0,True
1,0.0,1,47.69102,True
1,-7.748574e-06,1,23.712042,True
0,-0.015718022,0,0.0,True
1,0.0,1,53.691486,True
1,0.0,1,28.449926,True
0,-0.003909684,0,0.0,True
0,-0.018609336,0,0.0,True
0,-0.0042193206,0,0.0,True
1,0.0,1,25.898085,True
1,-6.0556486e-05,1,20.549747,True
0,-0.011722843,0,0.0,True
1,0.0,1,23.401705,True
0,-0.013337793,0,0.0,True
0,-0.0066465493,0,0.0,True
1,-0.0015654225,1,20.099012,True
0,-0.0030593518,0,0.0,True
0,-0.042393938,0,0.0,True
0,-0.001966449,0,0.0,True
0,-0.18590249,0,0.0,True
0,-0.00037341297,0,0.0,True
0,-0.0022543273,0,0.0,True
1,-0.05985095,1,20.28803,True
0,-0.0053888536,0,,True
0,-0.00020489977,0,0.0,True
0,-0.0015207881,0,0.0,True
1,0.0,1,51.00855,True
1,0.0,1,41.008194,True
1,0.0,1,36.673542,True
1,-0.008994065,1,23.568718,True
1,0.0,1,39.371506,True
0,-0.045913838,0,0.0,True
1,0.0,1,50.32748,True
0,-0.0041731424,0,0.0,True
0,-0.0029737796,0,0.0,True
1,-3.576278e-07,1,35.219143,True
1,-1.9192512e-05,1,30.32627,True
0,-0.017996829,0,0.0,True
0,-0.0044684564,0,0.0,True
1,-0.0002945228,1,21.932297,True
0,-0.001267464,0,0.0,True
0,-0.0130640315,0,0.0,True
1,-0.002142041,1,27.937586,True
0,-0.002679094,0,0.0,True
0,-0.0011714984,0,0.0,True
0,-0.0023838456,0,0.0,True
1,0.0,1,31.438934,True
0,-0.0041696997,0,0.0,True
1,0.0,1,74.901566,True
0,-0.09106787,0,0.0,True
0,-0.0058768815,0,0.0,True
1,0.0,1,35.93843,True
0,-0.087807484,1,21.020964,False
0,-0.0033439454,0,0.0,True
1,0.0,1,26.427788,True
1,0.0,1,35.37894,True
1,0.0,1,39.302902,True
1,-0.010589362,1,20.16623,True
0,-0.038982343,0,0.0,True
0,-0.004732835,0,0.0,True
1,0.0,1,26.992043,True
1,-0.33598053,1,20.487307,True
1,0.0,1,35.54698,True
0,-0.011466199,0,0.0,True
0,-0.013543271,0,0.0,True
1,-0.01025656,1,22.664825,True
1,0.0,1,35.74034,True
1,-8.106199e-06,1,20.212433,True
0,-0.0035469732,0,0.0,True
0,-0.005761445,0,0.0,True
1,-1.8358061e-05,1,21.72202,True
0,-0.013988075,0,0.0,True
1,-1.1920928e-07,1,31.193628,True
0,-0.0038066085,0,0.0,True
1,0.0,1,28.958134,True
1,-2.1219028e-05,1,25.34986,True
0,-0.015167967,0,0.0,True
1,-3.81469e-06,1,26.134031,True
1,-5.960463e-07,1,25.289265,True
0,-0.0062935967,0,0.0,True
1,-0.0025566292,1,22.434391,True
1,-0.0609468,1,21.2372,True
0,-0.0044690496,0,0.0,True
1,-0.030676633,1,23.995644,True
0,-0.021219611,0,0.0,True
1,0.0,1,35.352516,True
0,-0.0016361197,0,0.0,True
1,-1.1920928e-07,1,28.911655,True
0,-0.0085966755,0,0.0,True
0,-0.00082041934,0,0.0,True
1,0.0,1,34.406387,True
1,-0.23653585,1,21.005072,True
0,-0.15265976,0,0.0,True
0,-0.03307574,0,0.0,True
0,-0.0003345645,0,0.0,True
1,-3.576278e-07,1,25.597883,True
1,-1.1920928e-07,1,27.306631,True
1,-0.0002930927,1,23.416363,True
1,0.0,1,26.731674,True
1,0.0,1,55.79596,True
0,-0.008147457,0,0.0,True
0,-0.010830312,0,0.0,True
1,-3.4093275e-05,1,21.0849,True
0,-0.04263877,0,0.0,True
0,-0.00022134715,0,0.0,True
0,-0.014636641,0,0.0,True
0,-0.005628452,0,0.0,True
1,0.0,1,62.561474,True
1,0.0,1,25.753408,True
1,-2.3841855e-07,1,30.366402,True
1,-1.8954097e-05,1,20.456299,True
0,-0.012703214,0,0.0,True
1,-1.1920928e-07,1,25.778318,True
0,-0.001834021,0,0.0,True
1,-0.016416715,1,20.325834,True
0,-0.051534634,0,0.0,True
0,-0.0007534764,0,0.0,True
1,0.0,1,57.792915,True
0,-0.044969153,1,24.248703,False
0,-0.0031935188,0,0.0,True
1,0.0,1,29.94907,True
1,0.0,1,29.463205,True
1,-0.63665056,1,31.21782,True
0,-0.0012518673,0,0.0,True
1,-2.2411095e-05,1,21.499743,True
1,-7.152555e-07,1,20.744131,True
1,-1.1920928e-07,1,33.72669,True
1,0.0,1,24.357761,True
1,0.0,1,42.803917,True
0,-0.010634184,0,0.0,True
1,-4.7683704e-07,1,22.849443,True
1,0.0,1,32.112774,True
1,-0.0011449456,1,22.876932,True
0,-0.0067903004,0,0.0,True
0,-0.005871193,0,0.0,True
1,0.0,1,30.60106,True
1,-0.0042265616,1,27.46581,True
1,-3.3020428e-05,1,24.379646,True
0,-0.0016561139,0,,True
1,-2.3841855e-07,1,21.357319,True
0,-0.001752747,0,0.0,True
1,-0.6763767,0,0.0,False
0,-0.02796044,0,0.0,True
1,0.0,1,36.52908,True
1,-0.09843445,1,22.260918,True
1,0.0,1,57.32472,True
0,-0.01982645,0,0.0,True
0,-0.03196945,0,,True
1,0.0,1,56.030033,True
0,-0.01477737,0,0.0,True
0,-0.0006381621,0,0.0,True
0,-0.0018243827,0,,True
1,-1.668916e-05,1,20.57889,True
0,-0.0010010952,0,,True
0,-0.005307038,0,0.0,True
0,-0.0022534947,0,0.0,True
1,0.0,1,35.78498,True
1,0.0,1,60.251225,True
1,0.0,1,51.343758,True
0,-0.009117989,0,0.0,True
0,-0.0089087635,0,0.0,True
1,0.0,1,31.313778,True
1,-0.0011293469,1,22.290321,True
0,-0.0073500695,0,0.0,True
0,-0.0030164476,0,0.0,True
0,-0.1758166,0,0.0,True
1,0.0,1,28.533567,True
1,-0.000102157144,1,24.472712,True
0,-0.57750523,0,0.0,True
1,0.0,1,25.260536,True
0,-0.018890826,0,0.0,True
1,0.0,1,25.694614,True
1,0.0,1,56.64325,True
0,-0.004701987,0,0.0,True
0,-0.020857872,0,0.0,True
1,-5.709962e-05,1,25.981339,True
0,-0.01793208,0,0.0,True
0,-0.21675283,0,0.0,True
0,-0.042760193,0,0.0,True
1,0.0,1,44.708828,True
0,-0.021008465,0,0.0,True
1,-8.5830325e-06,1,44.01432,True
0,-0.0030456844,0,0.0,True
1,-0.004050148,1,31.659086,True
0,-0.032272942,0,0.0,True
1,-2.384183e-06,1,23.423464,True
0,-0.008103824,0,0.0,True
1,-4.029193e-05,1,36.432365,True
1,0.0,1,32.620335,True
0,-0.0007594324,0,,True
1,0.0,1,26.938082,True
1,0.0,1,57.61968,True
0,-0.025365867,0,0.0,True
0,-0.015423781,0,0.0,True
1,-7.867504e-05,1,25.24307,True
0,-0.006611852,0,0.0,True
0,-0.0012360322,0,0.0,True
0,-0.36808798,0,0.0,True
1,0.0,1,25.364876,True
1,0.0,1,30.933784,True
1,-1.6212332e-05,1,21.451242,True
0,-0.009370513,0,0.0,True
1,-1.5258673e-05,1,26.832668,True
0,-0.0042739245,0,0.0,True
1,0.0,1,26.032688,True
1,-1.9073468e-06,1,29.786015,True
0,-0.013644878,0,0.0,True
1,0.0,1,62.18383,True
1,-0.0082353065,1,20.945684,True
1,0.0,1,40.4657,True
0,-0.0075719254,0,0.0,True
0,-0.0015066236,0,0.0,True
0,-0.025152573,0,0.0,True
0,-0.012778189,0,0.0,True
1,0.0,1,36.05462,True
0,-0.00037651125,0,,True
0,-0.016472181,0,0.0,True
1,-1.800044e-05,1,33.466076,True
0,-0.0028803549,0,0.0,True
1,0.0,1,36.240364,True
0,-0.004226918,0,0.0,True
0,-0.0031224566,0,0.0,True
0,-0.005487616,0,0.0,True
1,0.0,1,37.022923,True
1,0.0,1,35.945404,True
0,-0.056177583,0,0.0,True
1,0.0,1,31.148605,True
0,-0.0053548235,0,0.0,True
1,0.0,1,37.871925,True
1,0.0,1,36.489235,True
0,-0.007725007,0,,True
0,-0.016332278,0,0.0,True
0,-0.014271221,0,0.0,True
0,-0.007934125,0,0.0,True
0,-0.02506236,0,0.0,True
1,-1.072883e-06,1,22.354807,True
0,-0.0051834714,0,0.0,True
0,-0.005458095,0,0.0,True
0,-0.015836539,0,0.0,True
0,-0.00082375447,0,0.0,True
0,-0.0068781516,0,0.0,True
1,-0.17777777,1,20.83482,True
0,-0.022385178,0,0.0,True
1,-1.6689287e-06,1,25.375652,True
1,-0.065053426,0,0.0,False
1,0.0,1,44.16411,True
0,-0.03400925,0,0.0,True
1,0.0,1,35.736336,True
0,-0.0012122195,0,0.0,True
1,0.0,1,26.446863,True
0,-0.0034048937,0,0.0,True
1,0.0,1,44.464046,True
0,-0.010497826,0,0.0,True
1,0.0,1,68.63369,True
0,-0.019030022,0,0.0,True
1,-2.3841855e-07,1,23.49677,True
0,-0.00016640233,0,,True
1,-0.5352558,0,0.0,False
0,-0.007245455,0,0.0,True
0,-0.002049966,0,0.0,True
1,0.0,1,45.306065,True
1,0.0,1,34.366722,True
1,0.0,1,51.933372,True
1,0.0,1,89.762794,True
1,0.0,1,43.64537,True
0,-0.004291492,0,0.0,True
0,-0.022371888,0,0.0,True
0,-0.001957764,0,,True
0,-0.004302531,0,0.0,True
1,0.0,1,34.679493,True
1,-1.1920928e-07,1,27.389565,True
0,-0.0045441696,0,0.0,True
0,-0.0019325406,0,0.0,True
1,0.0,1,29.516745,True
0,-0.0052967216,0,0.0,True
1,0.0,1,37.596962,True
0,-0.37675714,0,0.0,True
1,-1.072883e-06,1,31.588356,True
1,0.0,1,29.121017,True
1,0.0,1,33.485966,True
0,-0.015275278,0,0.0,True
0,-0.0011578053,0,0.0,True
1,0.0,1,30.874231,True
1,-0.00021097818,1,20.65485,True
1,-1.1920928e-07,1,33.511837,True
0,-0.008370436,0,0.0,True
0,-0.01646585,0,0.0,True
0,-0.053856034,0,0.0,True
0,-0.008220646,0,0.0,True
0,-0.003570374,0,0.0,True
0,-0.009107357,0,0.0,True
1,-0.0002145537,1,24.020765,True
1,-0.01031697,1,20.084253,True
1,-2.0861407e-05,1,25.514973,True
0,-0.0025528243,0,0.0,True
1,0.0,1,60.557293,True
0,-0.0043968908,0,0.0,True
0,-0.0019832244,0,0.0,True
1,-1.1920928e-07,1,32.647354,True
0,-0.009620848,0,0.0,True
1,0.0,1,49.36843,True
1,-3.2186456e-06,1,26.564547,True
1,-0.017492073,1,21.293964,True
0,-0.0009576264,0,0.0,True
0,-0.003153354,0,0.0,True
1,0.0,1,32.285267,True
0,-0.0037481787,0,0.0,True
0,-0.004316537,0,0.0,True
0,-0.37862587,1,20.063005,False
0,-0.004444839,0,0.0,True
0,-0.0077086827,0,0.0,True
1,-1.1920928e-07,1,28.273886,True
0,-0.0019488406,0,0.0,True
0,-0.062769994,0,,True
0,-0.0070456625,0,0.0,True
1,-0.00040070133,1,21.036388,True
1,0.0,1,30.66832,True
0,-0.0047895466,0,0.0,True
0,-0.004518893,0,0.0,True
0,-0.0021734443,0,0.0,True
1,0.0,1,44.55712,True
1,-0.13487652,1,20.297344,True
1,0.0,1,36.42017,True
0,-0.005703248,0,0.0,True
1,-9.655906e-06,1,26.955528,True
0,-0.0077099837,0,0.0,True
1,0.0,1,27.328499,True
1,-0.00084281206,1,21.123505,True
0,-0.0034406532,0,0.0,True
1,-4.887569e-06,1,20.620157,True
1,-0.0011773328,1,21.94297,True
1,-3.576278e-07,1,29.75539,True
0,-0.0006531727,0,0.0,True
1,-0.24935614,1,28.05535,True
0,-0.0045391857,0,0.0,True
1,0.0,1,42.6453,True
0,-0.021839947,0,0.0,True
0,-0.0010623055,0,0.0,True
1,0.0,1,37.94328,True
0,-0.006442018,0,0.0,True
0,-0.0006314906,0,0.0,True
1,0.0,1,41.880775,True
0,-0.11766986,0,0.0,True
1,-0.00018940562,1,22.694437,True
1,-0.0003214558,1,22.715658,True
0,-0.020738665,0,0.0,True
0,-0.0023950245,0,0.0,True
1,-1.1920922e-06,1,32.64549,True
0,-0.002693836,0,0.0,True
0,-0.0020906513,0,,True
1,0.0,1,35.384434,True
1,-2.3841855e-07,1,21.436796,True
0,-0.0005841933,0,0.0,True
0,-0.00152055,0,0.0,True
1,-0.46786058,0,0.0,False
1,-7.784064e-05,1,25.343952,True
1,0.0,1,30.817596,True
0,-0.004759412,0,0.0,True
0,-0.040305924,0,0.0,True
0,-0.007964756,0,0.0,True
1,-4.7920985e-05,1,21.236998,True
1,0.0,1,23.376858,True
0,-0.025096657,0,0.0,True
1,0.0,1,22.769415,True
1,-0.00041762213,1,20.440458,True
1,-2.622601e-06,1,21.653765,True
0,-0.015480242,0,0.0,True
0,-0.010389529,0,0.0,True
0,-0.09204178,0,0.0,True
0,-0.414163,1,22.828102,False
0,-0.009415389,0,0.0,True
0,-0.18012245,0,0.0,True
0,-0.0011507801,0,,True
0,-0.0049661854,0,,True
0,-0.0034924485,0,0.0,True
0,-0.004794292,0,,True
1,0.0,1,46.842884,True
0,-0.0802771,0,0.0,True
0,-0.005496271,0,0.0,True
0,-0.00979392,0,0.0,True
0,-0.010234731,0,0.0,True
1,-0.0004494372,1,20.579689,True
0,-0.0022444553,0,0.0,True
1,0.0,1,52.943264,True
0,-0.00084888656,0,0.0,True
1,0.0,1,43.127335,True
1,0.0,1,27.372654,True
